Hero_id;Hero_name;Movie;Affiliation
217;Mysterio;Spider-Man: No Way Home;Unnafiliated
218;N’Jobu;Black Panther;Unnafiliated
219;Nakia;Black Panther;Unnafiliated
219;Nakia;Black Panther: Wakanda Forever;Unnafiliated
220;Namor;Black Panther: Wakanda Forever;Unnafiliated
221;Namora;Black Panther: Wakanda Forever;Unnafiliated
222;Narblik;Guardians of the Galaxy Vol. 2;Unnafiliated
223;Nathaniel Barton;Avengers: Endgame;Unnafiliated
224;Nebula;Guardians of the Galaxy;Children of Thanos
224;Nebula;Guardians of the Galaxy Vol. 2;Children of Thanos
224;Nebula;Avengers: Infinity War;Children of Thanos
224;Nebula;Avengers: Endgame;Children of Thanos
224;Nebula;Thor: Love and Thunder;Children of Thanos
225;Ned Leeds;Spider-Man: Homecoming;Unnafiliated
225;Ned Leeds;Avengers: Infinity War;Unnafiliated
225;Ned Leeds;Avengers: Endgame;Unnafiliated
225;Ned Leeds;Spider-Man: Far From Home;Unnafiliated
225;Ned Leeds;Spider-Man: No Way Home;Unnafiliated
226;Nick Fury;Iron Man;Unnafiliated
226;Nick Fury;Iron Man 2;Unnafiliated
226;Nick Fury;Thor;Unnafiliated
226;Nick Fury;Captain America: The First Avenger;Unnafiliated
226;Nick Fury;Marvel’s The Avengers;Unnafiliated
226;Nick Fury;Captain America: The Winter Soldier;Unnafiliated
226;Nick Fury;Avengers: Age of Ultron;Unnafiliated
226;Nick Fury;Avengers: Infinity War;Unnafiliated
226;Nick Fury;Captain Marvel;Unnafiliated
226;Nick Fury;Avengers: Endgame;Unnafiliated
226;Nick Fury;Spider-Man: Far From Home;Unnafiliated
227;Nicodemus West;Doctor Strange;Unnafiliated
227;Nicodemus West;Doctor Strange in the Multiverse of Madness;Unnafiliated
228;Nomble;Black Panther;Unnafiliated
228;Nomble;Avengers: Infinity War;Unnafiliated
229;Nova Prime;Guardians of the Galaxy;Unnafiliated
230;Obadiah Stane;Iron Man;Unnafiliated
230;Obadiah Stane;Spider-Man: Far From Home;Unnafiliated
231;Oblo;Guardians of the Galaxy Vol. 2;Unnafiliated
232;Odin;Thor;Unnafiliated
232;Odin;Thor: The Dark World;Unnafiliated
232;Odin;Thor: Ragnarok;Unnafiliated
232;Odin;Thor: Love and Thunder;Unnafiliated
233;Okoye;Black Panther;Dora Milaje
233;Okoye;Avengers: Infinity War;Dora Milaje
233;Okoye;Avengers: Endgame;Dora Milaje
233;Okoye;Black Panther: Wakanda Forever;Dora Milaje
234;Oksana;Black Widow;Unnafiliated
235;P. Cleary;Spider-Man: No Way Home;Unnafiliated
42;Peggy Carter;Captain America: The First Avenger;Guardians of the Multiverse
42;Peggy Carter;Captain America: The Winter Soldier;Guardians of the Multiverse
42;Peggy Carter;Avengers: Age of Ultron;Guardians of the Multiverse
42;Peggy Carter;Ant-Man;Guardians of the Multiverse
42;Peggy Carter;Avengers: Endgame;Guardians of the Multiverse
236;Phastos;Eternals;Unnafiliated
237;Phil Coulson;Iron Man;Unnafiliated
237;Phil Coulson;Iron Man 2;Unnafiliated
237;Phil Coulson;Thor;Unnafiliated
237;Phil Coulson;Marvel’s The Avengers;Unnafiliated
237;Phil Coulson;Captain Marvel;Unnafiliated
238;Pietro Maximoff;Captain America: The Winter Soldier;Avengers
239;Pip the Troll;Eternals;Unnafiliated
240;Principal Morita;Spider-Man: Homecoming;Unnafiliated
241;Proxima Midnight;Avengers: Infinity War;Children of Thanos
241;Proxima Midnight;Avengers: Endgame;Children of Thanos
242;Quaz;Ant-Man and the Wasp: Quantumania;Unnafiliated
243;Rama-Tut;Ant-Man and the Wasp: Quantumania;Unnafiliated
244;Ramonda;Black Panther;Unnafiliated
244;Ramonda;Avengers: Endgame;Unnafiliated
244;Ramonda;Black Panther: Wakanda Forever;Unnafiliated
245;Rapu;Thor: Love and Thunder;Unnafiliated
246;Raza;Iron Man;Unnafiliated
247;Razor Fist;Shang-Chi and the Legend of the Ten Rings;Unnafiliated
248;Red Guardian;Black Widow;Unnafiliated
249;Red Skull;Captain America: The First Avenger;Unnafiliated
249;Red Skull;Avengers: Infinity War;Unnafiliated
249;Red Skull;Avengers: Endgame;Unnafiliated
250;Reed Richards;Doctor Strange in the Multiverse of Madness;Unnafiliated
251;Retch;Guardians of the Galaxy Vol. 2;Unnafiliated
252;Rhomann Dey;Guardians of the Galaxy;Unnafiliated
253;Richard;Thor: The Dark World;Unnafiliated
254;Rick Mason;Black Widow;Unnafiliated
255;Rintrah;Doctor Strange in the Multiverse of Madness;Unnafiliated
256;Riri Williams;Black Panther: Wakanda Forever;Unnafiliated
257;Rocket;Guardians of the Galaxy;Guardians of the Galaxy
257;Rocket;Guardians of the Galaxy Vol. 2;Guardians of the Galaxy
257;Rocket;Avengers: Infinity War;Guardians of the Galaxy
257;Rocket;Avengers: Endgame;Guardians of the Galaxy
257;Rocket;Thor: Love and Thunder;Guardians of the Galaxy
258;Rodriguez;Iron Man 3;Unnafiliated
259;Roger Harrington;The Incredible Hulk;Unnafiliated
259;Roger Harrington;Spider-Man: Homecoming;Unnafiliated
259;Roger Harrington;Spider-Man: Far From Home;Unnafiliated
259;Roger Harrington;Spider-Man: No Way Home;Unnafiliated
260;Ronan the Accuser;Guardians of the Galaxy;Unnafiliated
260;Ronan the Accuser;Captain Marvel;Unnafiliated
261;Ruihua;Shang-Chi and the Legend of the Ten Rings;Unnafiliated
262;Sally;Spider-Man: Homecoming;Unnafiliated
262;Sally;Avengers: Infinity War;Unnafiliated
263;Samuel Sterns;The Incredible Hulk;Unnafiliated
264;Sandman;Spider-Man: No Way Home;Unnafiliated
265;Sara;Doctor Strange in the Multiverse of Madness;Unnafiliated
266;Scarlet Witch;Captain America: The Winter Soldier;Unnafiliated
266;Scarlet Witch;Captain America: Civil War;Unnafiliated
266;Scarlet Witch;Avengers: Infinity War;Unnafiliated
266;Scarlet Witch;Avengers: Endgame;Unnafiliated
266;Scarlet Witch;Doctor Strange in the Multiverse of Madness;Unnafiliated
267;Scott Lang;Ant-Man;Unnafiliated
268;Scrote;Guardians of the Galaxy Vol. 2;Unnafiliated
269;Sersi;Eternals;Unnafiliated
270;Seymour;Spider-Man: Homecoming;Unnafiliated
271;Sharon Carter;Captain America: Civil War;Unnafiliated
272;Shaun;Shang-Chi and the Legend of the Ten Rings;Unnafiliated
273;Shocker;Spider-Man: Homecoming;Unnafiliated
274;Shuri;Black Panther;Unnafiliated
274;Shuri;Avengers: Infinity War;Unnafiliated
274;Shuri;Avengers: Endgame;Unnafiliated
275;Sif;Thor;Unnafiliated
275;Sif;Thor: The Dark World;Unnafiliated
275;Sif;Thor: Love and Thunder;Unnafiliated
276;Sinister Strange;Doctor Strange in the Multiverse of Madness;Unnafiliated
277;Skurge;Thor: Ragnarok;Unnafiliated
278;Smitty;Black Panther: Wakanda Forever;Unnafiliated
279;Sonny Burch;Ant-Man and the Wasp;Unnafiliated
280;Soren;Captain Marvel;Unnafiliated
280;Soren;Spider-Man: Far From Home;Unnafiliated
281;Spider-Man;Captain America: Civil War;Unnafiliated
281;Spider-Man;Spider-Man: Homecoming;Unnafiliated
281;Spider-Man;Avengers: Infinity War;Unnafiliated
281;Spider-Man;Avengers: Endgame;Unnafiliated
281;Spider-Man;Spider-Man: Far From Home;Unnafiliated
281;Spider-Man;Spider-Man: No Way Home;Unnafiliated
282;Sprite;Eternals;Unnafiliated
283;Stakar Ogord;Guardians of the Galaxy Vol. 2;Unnafiliated
284;Star-Lord;Guardians of the Galaxy;Guardians of the Galaxy
284;Star-Lord;Guardians of the Galaxy Vol. 2;Guardians of the Galaxy
284;Star-Lord;Avengers: Infinity War;Guardians of the Galaxy
284;Star-Lord;Avengers: Endgame;Guardians of the Galaxy
284;Star-Lord;Thor: Love and Thunder;Guardians of the Galaxy
285;Starfox;Eternals;Unnafiliated
286;Stephen Strange;Doctor Strange;Unnafiliated
286;Stephen Strange;Thor: Ragnarok;Unnafiliated
286;Stephen Strange;Avengers: Infinity War;Unnafiliated
286;Stephen Strange;Avengers: Endgame;Unnafiliated
286;Stephen Strange;Spider-Man: No Way Home;Unnafiliated
286;Stephen Strange;Doctor Strange in the Multiverse of Madness;Unnafiliated
287;Stern;Iron Man 2;Unnafiliated
287;Stern;Captain America: The Winter Soldier;Unnafiliated
288;Supreme Intelligence;Captain Marvel;Unnafiliated
289;Supreme Strange;Doctor Strange in the Multiverse of Madness;Unnafiliated
290;Surtur;Thor: Ragnarok;Unnafiliated
291;T’Chaka;Captain America: Civil War;Guardians of the Multiverse
291;T’Chaka;Black Panther;Avengers
292;T’Challa;Black Panther: Wakanda Forever;Guardians of the Multiverse
293;Talos;Captain Marvel;Unnafiliated
293;Talos;Spider-Man: Far From Home;Unnafiliated
294;Taserface;Guardians of the Galaxy Vol. 2;Unnafiliated
295;Taskmaster;Black Widow;Unnafiliated
296;"Thaddeus ""Thunderbolt"" Ross";The Incredible Hulk;Unnafiliated
296;"Thaddeus ""Thunderbolt"" Ross";Captain America: Civil War;Unnafiliated
